"V1" "V2"
"1" 0 " u"
"2" 2406 " 1"
"3" 6773 " o"
"4" 10264 " u"
"5" 11683 " q"
"6" 12893 " 1"
"7" 15555 " 3"
"8" 18778 " o"
"9" 21969 " u"
"10" 36400 " 4"
"11" 38174 " 2"
"12" 39973 " w"
"13" 43266 " 2"
"14" 45627 " 1"
"15" 46946 " 3"
"16" 48893 " o"
"17" 49598 " u"
"18" 52397 " 1"
"19" 53232 " q"
"20" 54847 " 1"
"21" 57213 " o"
"22" 59188 " u"
"23" 71624 " 3"
"24" 75304 " 4"
"25" 78888 " o"
"26" 81914 " u"
"27" 87582 " 2"
"28" 88351 " w"
"29" 89454 " 2"
"30" 92873 " o"
"31" 93623 " u"
"32" 97050 " w"
"33" 99111 " 2"
"34" 101337 " 4"
"35" 105293 " 3"
"36" 109622 " o"
"37" 116404 " u"
"38" 120229 " 1"
"39" 121568 " q"
"40" 123386 " 1"
"41" 127589 " o"
"42" 130379 " u"
"43" 141823 " 2"
"44" 142744 " w"
"45" 145239 " 2"
"46" 146999 " 4"
"47" 153725 " 3"
"48" 162615 " 4"
"49" 175784 " o"
"50" 176527 " u"
"51" 180290 " 2"
"52" 194990 " w"
"53" 196628 " 2"
"54" 198352 " 1"
"55" 199702 " q"
"56" 201160 " 1"
"57" 220499 " 3"
"58" 227900 " 4"
"59" 231229 " 3"
"60" 235110 " 2"
"61" 236763 " w"
"62" 238841 " 2"
"63" 244105 " 4"
"64" 246464 " 3"
"65" 261053 " 4"
"66" 277615 " o"
"67" 278880 " u"
"68" 283528 " 2"
"69" 285119 " w"
"70" 287675 " 2"
"71" 296550 " w"
"72" 300544 " p"
