"V1" "V2"
"1" 0 " u"
"2" 3302 " 3"
"3" 10582 " i"
"4" 11354 " u"
"5" 11950 " 2"
"6" 19571 " i"
"7" 21210 " u"
"8" 34406 " 1"
"9" 35816 " q"
"10" 39783 " 1"
"11" 40790 " 2"
"12" 41405 " w"
"13" 42880 " 2"
"14" 47543 " 1"
"15" 51961 " q"
"16" 53086 " 1"
"17" 57014 " q"
"18" 58004 " 1"
"19" 59146 " q"
"20" 59685 " 1"
"21" 60595 " 3"
"22" 65231 " 1"
"23" 67397 " 2"
"24" 68114 " w"
"25" 70770 " 2"
"26" 73377 " 3"
"27" 75228 " 1"
"28" 83896 " 4"
"29" 101774 " 2"
"30" 102059 " w"
"31" 105174 " 2"
"32" 106661 " 1"
"33" 108898 " o"
"34" 109670 " u"
"35" 111422 " 2"
"36" 111982 " w"
"37" 114713 " 2"
"38" 116158 " 4"
"39" 120119 " 3"
"40" 120584 " 1"
"41" 120947 " q"
"42" 121578 " 1"
"43" 122157 " 2"
"44" 122832 " w"
"45" 123880 " 2"
"46" 126378 " 4"
"47" 127908 " 2"
"48" 128169 " 1"
"49" 128499 " q"
"50" 130006 " 1"
"51" 131587 " o"
"52" 132440 " u"
"53" 141413 " 2"
"54" 141858 " w"
"55" 143958 " 2"
"56" 144427 " 1"
"57" 146701 " 3"
"58" 157681 " 4"
"59" 158711 " 3"
"60" 163156 " 2"
"61" 165969 " w"
"62" 167837 " 2"
"63" 169462 " w"
"64" 171070 " 2"
"65" 172082 " 1"
"66" 172785 " q"
"67" 176062 " 1"
"68" 176809 " 2"
"69" 177172 " w"
"70" 183552 " 2"
"71" 189626 " 1"
"72" 190058 " q"
"73" 191089 " 1"
"74" 193492 " q"
"75" 198575 " 1"
"76" 200868 " 2"
"77" 203438 " o"
"78" 204320 " u"
"79" 205068 " w"
"80" 210687 " 2"
"81" 211908 " 1"
"82" 212188 " q"
"83" 213114 " 1"
"84" 216083 " 3"
"85" 230534 " 4"
"86" 237482 " o"
"87" 239515 " u"
"88" 242590 " 3"
"89" 251882 " 1"
"90" 255476 " 2"
"91" 256397 " w"
"92" 265706 " p"
