"V1" "V2"
"1" 0 " u"
"2" 11186 " 3"
"3" 18957 " 1"
"4" 23035 " 2"
"5" 25804 " 1"
"6" 50415 " q"
"7" 50835 " 1"
"8" 76994 " 3"
"9" 80488 " o"
"10" 96932 " u"
"11" 109377 " 4"
"12" 115563 " 3"
"13" 123756 " o"
"14" 153629 " i"
"15" 181313 " o"
"16" 217949 " i"
"17" 222979 " o"
"18" 254152 " i"
"19" 264224 " o"
"20" 306140 " u"
"21" 314289 " 4"
"22" 326430 " o"
"23" 348372 " u"
"24" 377410 " i"
"25" 450000 " EOF"
