FirstLineOfData=25
#-----------------------------------------------------------
# Name: OC145.3.dat
# Format: Focal Data File 1.0
# Updated: Thu Aug 31 13:33:07 CEST 2017
#-----------------------------------------------------------
 
FocalMasterFile=D:/JWatcher/Datos/FU Experiments.fmf
 
# Observation started: Thu Aug 31 13:25:20 CEST 2017
StartTime=1504178720222
# Observation stopped: Thu Aug 31 13:32:50 CEST 2017
StopTime=1504179170222
 
Answer.1=OC145.3
Answer.2=Osmia cornuta
Answer.3=Female
Answer.4=Control
Answer.5=Yellow right
Answer.6=2x
 
 
 
#BEGIN DATA
0, u
2358, 3
36454, i
64750, u
71494, 1
73510, o
73822, u
74166, q
79766, 1
80406, 2
80870, w
81398, 2
85894, w
86582, 2
92942, 4
100494, 3
102814, 4
110654, 2
111230, w
112767, 2
114142, 1
114726, 3
116134, 4
117942, 2
118718, w
120846, 2
126462, w
128974, 2
131470, w
131918, 2
136822, w
138462, 2
140078, w
140390, 2
141862, 1
142158, q
144078, 1
144862, 3
147510, 1
149366, 3
151014, 1
151942, q
152614, 1
154406, q
158734, 1
159278, 2
160350, 1
160638, q
161830, 1
162790, 3
165134, 1
167318, o
168486, u
169470, o
169958, u
173758, q
175566, 1
178959, 3
179782, 4
185414, 2
187806, w
188862, 2
190326, 1
190830, 3
193270, 4
193734, 2
195198, 1
195670, 3
199654, 1
205742, 3
206166, 4
208102, 3
215886, o
216358, u
221950, o
222414, u
224022, 4
225134, 2
226574, w
233822, p
