"V1" "V2"
"1" 0 " u"
"2" 32222 " 3"
"3" 32981 " 4"
"4" 34533 " 3"
"5" 40237 " 4"
"6" 64253 " 2"
"7" 65773 " w"
"8" 68069 " 2"
"9" 70293 " 1"
"10" 78949 " o"
"11" 83189 " u"
"12" 101902 " 2"
"13" 102133 " w"
"14" 102797 " 2"
"15" 107541 " 4"
"16" 117349 " 1"
"17" 118277 " q"
"18" 119941 " 1"
"19" 140301 " q"
"20" 157054 " 1"
"21" 158237 " 2"
"22" 158509 " w"
"23" 160253 " 2"
"24" 166750 " o"
"25" 168774 " u"
"26" 170101 " 4"
"27" 178902 " 2"
"28" 179198 " w"
"29" 191997 " 2"
"30" 192982 " o"
"31" 194005 " u"
"32" 196797 " 1"
"33" 197077 " q"
"34" 198317 " 1"
"35" 221654 " q"
"36" 223549 " 1"
"37" 230109 " 3"
"38" 230638 " o"
"39" 231285 " u"
"40" 234957 " 4"
"41" 239126 " 2"
"42" 242901 " o"
"43" 250941 " u"
"44" 254733 " 4"
"45" 275629 " 3"
"46" 277413 " o"
"47" 284533 " u"
"48" 298765 " o"
"49" 302573 " u"
"50" 310742 " 1"
"51" 311549 " q"
"52" 322942 " p"
