"V1" "V2"
"1" 0 " u"
"2" 6054 " 1"
"3" 11365 " 2"
"4" 39199 " o"
"5" 40528 " u"
"6" 60527 " w"
"7" 61456 " 2"
"8" 63511 " o"
"9" 65551 " u"
"10" 71336 " w"
"11" 72107 " 2"
"12" 83323 " 1"
"13" 88124 " q"
"14" 88715 " 1"
"15" 90961 " q"
"16" 91371 " 1"
"17" 93651 " 2"
"18" 97903 " 1"
"19" 98362 " q"
"20" 101778 " 1"
"21" 103359 " 2"
"22" 110990 " o"
"23" 114428 " u"
"24" 119504 " o"
"25" 120503 " u"
"26" 122046 " 4"
"27" 124860 " 3"
"28" 126412 " o"
"29" 127010 " u"
"30" 130555 " 4"
"31" 140278 " o"
"32" 142397 " u"
"33" 154226 " 3"
"34" 158656 " o"
"35" 161361 " u"
"36" 168793 " 4"
"37" 170074 " 3"
"38" 178392 " o"
"39" 179350 " u"
"40" 193001 " o"
"41" 194757 " u"
"42" 199834 " 4"
"43" 206754 " o"
"44" 215101 " u"
"45" 215570 " 2"
"46" 231847 " w"
"47" 255739 " p"
