"V1" "V2"
"1" 0 " u"
"2" 5824 " 1"
"3" 21063 " 3"
"4" 31039 " 1"
"5" 31407 " 2"
"6" 33199 " w"
"7" 35583 " 2"
"8" 50511 " 1"
"9" 51231 " q"
"10" 52911 " 1"
"11" 56992 " 3"
"12" 58151 " o"
"13" 58639 " u"
"14" 61919 " 1"
"15" 63335 " 2"
"16" 64319 " w"
"17" 67168 " 2"
"18" 82127 " o"
"19" 82639 " u"
"20" 89680 " 1"
"21" 94855 " q"
"22" 95303 " 1"
"23" 97135 " 3"
"24" 105071 " o"
"25" 123784 " u"
"26" 125311 " 4"
"27" 135743 " 3"
"28" 139287 " o"
"29" 144031 " u"
"30" 153031 " 1"
"31" 154511 " q"
"32" 157167 " 1"
"33" 160855 " 3"
"34" 170647 " 4"
"35" 179839 " 2"
"36" 180647 " w"
"37" 182599 " 2"
"38" 199015 " w"
"39" 202495 " 2"
"40" 204759 " 4"
"41" 210375 " o"
"42" 213607 " u"
"43" 221759 " 3"
"44" 228743 " 4"
"45" 235271 " 3"
"46" 241375 " o"
"47" 244343 " u"
"48" 254535 " 1"
"49" 256831 " q"
"50" 258719 " 1"
"51" 264911 " 2"
"52" 275119 " w"
"53" 275383 " 2"
"54" 276103 " 4"
"55" 279911 " o"
"56" 288655 " u"
"57" 293375 " 3"
"58" 293455 " 3"
"59" 299311 " 4"
"60" 309463 " 2"
"61" 314447 " 1"
"62" 324519 " o"
"63" 326471 " u"
"64" 332023 " 3"
"65" 338816 " 4"
"66" 346759 " 2"
"67" 347295 " w"
"68" 351495 " p"
