"V1" "V2"
"1" 0 " u"
"2" 3277 " 3"
"3" 8738 " 4"
"4" 13669 " o"
"5" 14520 " u"
"6" 19030 " 2"
"7" 20182 " w"
"8" 21444 " 2"
"9" 23367 " 1"
"10" 30249 " 3"
"11" 35201 " 4"
"12" 38702 " o"
"13" 39793 " u"
"14" 47915 " 2"
"15" 49677 " 1"
"16" 54602 " o"
"17" 55445 " u"
"18" 58723 " q"
"19" 60077 " 1"
"20" 61791 " 3"
"21" 63400 " 4"
"22" 66024 " 2"
"23" 67469 " w"
"24" 70765 " 2"
"25" 72555 " 4"
"26" 76410 " o"
"27" 77191 " u"
"28" 91463 " 3"
"29" 94001 " 1"
"30" 102044 " o"
"31" 102697 " u"
"32" 107983 " 3"
"33" 111199 " 4"
"34" 115416 " o"
"35" 117657 " u"
"36" 119949 " 2"
"37" 121574 " w"
"38" 123257 " 2"
"39" 132772 " o"
"40" 136319 " u"
"41" 140066 " 4"
"42" 147149 " 3"
"43" 156625 " 1"
"44" 158693 " q"
"45" 160399 " 1"
"46" 162256 " q"
"47" 164251 " 1"
"48" 166413 " 3"
"49" 170814 " o"
"50" 174809 " u"
"51" 180829 " 1"
"52" 183824 " q"
"53" 185719 " 1"
"54" 188562 " o"
"55" 192635 " u"
"56" 196488 " 2"
"57" 203475 " o"
"58" 203964 " u"
"59" 205536 " w"
"60" 206326 " 2"
"61" 213543 " 3"
"62" 227048 " o"
"63" 227480 " u"
"64" 231069 " 4"
"65" 233844 " 2"
"66" 235945 " w"
"67" 237846 " 2"
"68" 244802 " o"
"69" 245399 " u"
"70" 249606 " w"
"71" 250483 " 2"
"72" 253571 " 4"
"73" 254496 " 3"
"74" 256796 " 1"
"75" 258377 " q"
"76" 258773 " 1"
"77" 262463 " o"
"78" 263084 " u"
"79" 269108 " 2"
"80" 277868 " 4"
"81" 289186 " 3"
"82" 300661 " 1"
"83" 307836 " 3"
"84" 328030 " 4"
"85" 336022 " o"
"86" 338531 " u"
"87" 342876 " 3"
"88" 344513 " 1"
"89" 347047 " q"
"90" 348839 " 1"
"91" 351170 " o"
"92" 352445 " u"
"93" 358758 " 3"
"94" 363748 " 4"
"95" 371862 " o"
"96" 373380 " u"
"97" 381072 " 3"
"98" 382220 " 1"
"99" 384719 " q"
"100" 387947 " p"
