"V1" "V2"
"1" 0 " u"
"2" 2156 " 1"
"3" 5052 " q"
"4" 6388 " 1"
"5" 11955 " 3"
"6" 13427 " o"
"7" 29435 " u"
"8" 37611 " 1"
"9" 39707 " q"
"10" 43828 " 1"
"11" 49563 " i"
"12" 49971 " u"
"13" 57875 " q"
"14" 58859 " 1"
"15" 62884 " 3"
"16" 63956 " 4"
"17" 64900 " 2"
"18" 66468 " w"
"19" 67035 " 2"
"20" 71027 " o"
"21" 77754 " u"
"22" 82364 " i"
"23" 88643 " u"
"24" 92700 " 4"
"25" 101235 " o"
"26" 103780 " u"
"27" 103963 " 3"
"28" 105716 " 1"
"29" 109699 " q"
"30" 111027 " 1"
"31" 112252 " o"
"32" 113612 " u"
"33" 114779 " 2"
"34" 118259 " o"
"35" 118771 " u"
"36" 123908 " 4"
"37" 128004 " 2"
"38" 128740 " w"
"39" 129172 " 2"
"40" 130756 " 1"
"41" 135355 " 2"
"42" 137299 " 4"
"43" 141067 " 3"
"44" 145572 " u"
"45" 148147 " o"
"46" 151156 " u"
"47" 154099 " 1"
"48" 155211 " q"
"49" 156820 " 1"
"50" 161299 " 3"
"51" 164332 " 4"
"52" 166604 " 2"
"53" 168787 " 4"
"54" 170571 " 3"
"55" 176347 " o"
"56" 177171 " u"
"57" 178515 " 4"
"58" 179323 " 1"
"59" 179963 " q"
"60" 181204 " 1"
"61" 184923 " i"
"62" 187220 " u"
"63" 190875 " 2"
"64" 192059 " w"
"65" 192740 " 2"
"66" 197315 " o"
"67" 198339 " u"
"68" 202075 " 4"
"69" 227860 " i"
"70" 230075 " u"
"71" 231299 " i"
"72" 231619 " u"
"73" 235331 " 3"
"74" 239347 " 1"
"75" 245403 " 2"
"76" 245980 " w"
"77" 248211 " p"
