"V1" "V2"
"1" 0 " u"
"2" 2963 " i"
"3" 7629 " u"
"4" 9919 " 4"
"5" 29716 " 1"
"6" 32484 " 2"
"7" 36044 " 1"
"8" 40340 " q"
"9" 44956 " 1"
"10" 49048 " q"
"11" 55152 " 1"
"12" 58118 " q"
"13" 60570 " 1"
"14" 65572 " 3"
"15" 66684 " 1"
"16" 67504 " q"
"17" 68118 " 1"
"18" 70155 " 3"
"19" 70667 " 1"
"20" 71334 " q"
"21" 72738 " 2"
"22" 75432 " w"
"23" 76279 " 2"
"24" 78642 " o"
"25" 79885 " u"
"26" 82870 " 4"
"27" 88192 " 3"
"28" 94004 " o"
"29" 95074 " u"
"30" 97044 " o"
"31" 107240 " u"
"32" 113587 " o"
"33" 116098 " u"
"34" 119013 " 1"
"35" 119806 " q"
"36" 121483 " 1"
"37" 127039 " 2"
"38" 130904 " w"
"39" 134423 " 2"
"40" 135627 " w"
"41" 136117 " 2"
"42" 138375 " 1"
"43" 140822 " 3"
"44" 143996 " 4"
"45" 147389 " 2"
"46" 148457 " w"
"47" 153301 " 2"
"48" 156331 " 4"
"49" 177609 " 3"
"50" 179424 " 1"
"51" 183577 " o"
"52" 188648 " u"
"53" 189341 " q"
"54" 192196 " 1"
"55" 192987 " q"
"56" 193530 " 1"
"57" 195573 " 3"
"58" 199739 " 4"
"59" 202003 " 2"
"60" 204825 " w"
"61" 212246 " 2"
"62" 213270 " 4"
"63" 219106 " o"
"64" 219737 " u"
"65" 225480 " 3"
"66" 230741 " 4"
"67" 235007 " 2"
"68" 235697 " w"
"69" 241632 " 2"
"70" 243017 " 4"
"71" 245943 " o"
"72" 246622 " u"
"73" 252131 " w"
"74" 254432 " 2"
"75" 256837 " 1"
"76" 258040 " q"
"77" 258499 " 1"
"78" 263832 " 3"
"79" 266612 " o"
"80" 267334 " u"
"81" 271866 " 1"
"82" 273151 " q"
"83" 277020 " 1"
"84" 279477 " o"
"85" 280717 " u"
"86" 284274 " 3"
"87" 287329 " o"
"88" 289516 " u"
"89" 292227 " 1"
"90" 293036 " q"
"91" 293908 " 1"
"92" 298195 " 3"
"93" 300158 " o"
"94" 300546 " u"
"95" 301210 " 4"
"96" 310352 " 3"
"97" 313336 " 4"
"98" 315284 " 1"
"99" 317209 " q"
"100" 319722 " p"
