FirstLineOfData=25
#-----------------------------------------------------------
# Name: OC15.3.dat
# Format: Focal Data File 1.0
# Updated: Fri Jul 07 11:26:13 CEST 2017
#-----------------------------------------------------------
 
FocalMasterFile=D:/JWatcher/Datos/FU Experiments.fmf
 
# Observation started: Fri Jul 07 11:17:33 CEST 2017
StartTime=1499419053056
# Observation stopped: Fri Jul 07 11:25:03 CEST 2017
StopTime=1499419503056
 
Answer.1=OC15.3
Answer.2=Osmia cornuta
Answer.3=Female
Answer.4=Treatment
Answer.5=Yellow right
Answer.6=2x
 
 
 
#BEGIN DATA
0, u
9830, i
14734, u
17014, 2
17790, i
18406, u
26238, 1
32142, 3
37423, 1
38470, q
43974, 1
45086, 2
45910, w
47270, 2
48846, w
49134, 2
49830, w
50598, 2
53550, w
54135, 2
57263, o
57518, u
58534, w
63966, 2
65566, o
66350, u
70566, o
72590, u
73638, w
74486, 2
76615, 4
76750, 3
77894, 1
78573, q
80639, 1
82006, 2
82630, w
83454, 2
85694, o
86646, u
87390, w
88262, 2
90046, o
95830, u
96438, o
98998, u
100334, w
101814, 2
103590, o
104246, u
107646, 1
108694, q
112766, 1
116150, o
120927, u
122455, 3
132878, 1
134406, q
137311, 1
138847, 2
141533, o
143766, u
149182, w
150351, 2
154878, w
156327, 2
157350, 1
157790, q
159814, 1
168590, 2
168878, w
169902, 2
171086, o
172126, u
174533, 1
175118, q
176397, 1
178622, 3
182342, 4
187806, o
189798, u
198518, o
199190, u
202846, o
203550, u
204646, o
205391, u
220350, o
222798, u
234991, 2
236414, w
238974, p
