"V1" "V2"
"1" 0 " u"
"2" 9279 " 4"
"3" 23965 " 3"
"4" 29596 " 1"
"5" 32598 " q"
"6" 66434 " 1"
"7" 71501 " 2"
"8" 74612 " 4"
"9" 89956 " 3"
"10" 93126 " 4"
"11" 113920 " 3"
"12" 116550 " 1"
"13" 118753 " q"
"14" 133530 " 1"
"15" 138191 " 3"
"16" 138320 " 4"
"17" 145081 " o"
"18" 163508 " u"
"19" 186293 " 3"
"20" 190391 " 1"
"21" 193130 " q"
"22" 239192 " 1"
"23" 248477 " o"
"24" 249257 " u"
"25" 262348 " q"
"26" 268980 " 1"
"27" 271191 " 2"
"28" 277289 " 4"
"29" 282369 " 3"
"30" 285698 " 1"
"31" 290625 " 2"
"32" 292023 " w"
"33" 296093 " p"
