"V1" "V2"
"1" 0 " u"
"2" 5755 " 2"
"3" 10222 " 4"
"4" 25265 " 1"
"5" 31939 " 3"
"6" 42465 " 4"
"7" 55902 " 2"
"8" 66009 " w"
"9" 67868 " 2"
"10" 79890 " 3"
"11" 95763 " 1"
"12" 115924 " 2"
"13" 117279 " w"
"14" 120062 " 2"
"15" 137191 " 4"
"16" 157001 " 1"
"17" 157301 " q"
"18" 160893 " 1"
"19" 239607 " q"
"20" 240306 " 1"
"21" 241548 " 3"
"22" 243771 " 4"
"23" 254099 " 3"
"24" 267700 " o"
"25" 268136 " u"
"26" 285614 " 2"
"27" 286699 " w"
"28" 288365 " 2"
"29" 290209 " 1"
"30" 290946 " q"
"31" 292630 " 1"
"32" 304578 " 2"
"33" 305457 " w"
"34" 306992 " 2"
"35" 310287 " 4"
"36" 321546 " 1"
"37" 323843 " q"
"38" 325799 " 1"
"39" 329575 " 3"
"40" 343386 " 4"
"41" 351959 " 2"
"42" 354385 " w"
"43" 370833 " 2"
"44" 374627 " 1"
"45" 374894 " q"
"46" 375556 " 1"
"47" 377011 " 3"
"48" 388459 " 1"
"49" 411805 " 2"
"50" 414261 " w"
"51" 414542 " 2"
"52" 421482 " w"
"53" 425611 " 2"
"54" 428029 " 1"
"55" 428801 " q"
"56" 435968 " p"
