"V1" "V2"
"1" 0 " u"
"2" 5522 " 3"
"3" 14835 " 4"
"4" 28100 " o"
"5" 29494 " u"
"6" 45038 " 1"
"7" 46541 " 3"
"8" 55513 " 4"
"9" 58193 " o"
"10" 59245 " u"
"11" 66137 " 2"
"12" 68988 " w"
"13" 71949 " 2"
"14" 74262 " 1"
"15" 79336 " 3"
"16" 85230 " o"
"17" 93746 " u"
"18" 109747 " o"
"19" 111328 " u"
"20" 116545 " q"
"21" 116865 " 1"
"22" 119219 " 3"
"23" 125286 " 4"
"24" 133802 " 2"
"25" 135347 " w"
"26" 138972 " 2"
"27" 142883 " o"
"28" 143805 " u"
"29" 147507 " o"
"30" 150509 " u"
"31" 155011 " w"
"32" 162012 " 2"
"33" 163370 " 4"
"34" 170737 " o"
"35" 172332 " u"
"36" 198741 " o"
"37" 201130 " u"
"38" 211924 " 2"
"39" 213945 " w"
"40" 215759 " 2"
"41" 219039 " 1"
"42" 227199 " 3"
"43" 232846 " 4"
"44" 235477 " 2"
"45" 236681 " w"
"46" 243094 " 2"
"47" 250855 " 1"
"48" 251157 " q"
"49" 274073 " p"
