"","ID","test","species","sex","experiment.type","correct.cue","speed","color","side","activity.time","inactivity.time","refuge.time","getting.out.refuge.time","activity.prop","inactivity.prop","refuge.prop","first.quadrant.prop","second.quadrant.prop","third.quadrant.prop","fourth.quadrant.prop","first.cue.time","time.until.first.cue","second.cue.time","time.until.second.cue","third.cue.time","time.until.third.cue","fourth.cue.time","time.until.fourth.cue","touch.1.cue","touch.2.cues","touch.3.cues","touch.4.cues","correct.cue.time","time.until.correct.cue","total.cue.time","time.until.first.quadrant","time.until.second.quadrant","time.until.correct.quadrant","time.until.lid.exploring","times.resting","escape.time","escape.attemps","refuge.exit","refuge.enter.times","refuge.re.enter","success","success.time","eating.time","eating.times","time.until.eating","lid.exploring.time","lid.exploring.times","cut.uncut"
"1374","OC137","OC137.5","Osmia cornuta","Female","Treatment","Yellow left","2x","Yellow","Left",317296,0,NA,NA,1,0,NA,0.0132,0,0.1635,0.0074,238934,78362,0,NA,NA,NA,NA,NA,78362,NA,NA,NA,238934,78362,238934,74186,NA,74186,46949,0,0,0,NA,NA,NA,1,153157,NA,NA,306314,106208,2,"cut"
"1384","OC138","OC138.5","Osmia cornuta","Female","Treatment","Yellow left","2x","Yellow","Left",204342,695658,NA,NA,0.227,0.773,NA,0.442,0,0,0,495288,404712,0,NA,NA,NA,NA,NA,404712,NA,NA,NA,495288,404712,495288,6920,NA,6920,211317,2,0,0,NA,NA,NA,0,NA,NA,NA,NA,79446,1,"cut"
"1404","OC140","OC140.5","Osmia cornuta","Female","Treatment","Yellow left","2x","Yellow","Left",0,9e+05,NA,NA,0,1,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,1,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,"cut"
"1424","OC142","OC142.5","Osmia cornuta","Female","Control","Blue left","2x","Blue","Left",9e+05,0,NA,NA,1,0,NA,0.1638,0.2106,0.2258,0.0998,88464,59390,177834,36036,NA,NA,NA,NA,36036,95426,NA,NA,88464,59390,266298,55950,33080,55950,39588,0,802144,6,NA,NA,NA,0,NA,NA,NA,NA,40847,1,"cut"
"1434","OC143","OC143.5","Osmia cornuta","Female","Control","Yellow right","2x","Yellow","Right",215706,684294,NA,NA,0.2397,0.7603,NA,0.0217,0.0426,0.6738,0.0082,0,NA,222102,20482,NA,NA,NA,NA,20482,NA,NA,NA,222102,20482,222102,75992,16626,16626,NA,2,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,"cut"
"1444","OC144","OC144.5","Osmia cornuta","Female","Control","Blue left","2x","Blue","Left",67328,0,NA,NA,0.2815,0,NA,0.0165,0.0429,0,0.01,211348,27796,7718,11984,NA,NA,NA,NA,11984,39780,NA,NA,211348,27796,219066,23852,5874,23852,17628,0,0,0,NA,NA,NA,1,33734,NA,NA,67468,16036,1,"cut"
"1454","OC145","OC145.5","Osmia cornuta","Female","Control","Blue left","2x","Blue","Left",832700,67300,NA,NA,0.9252,0.0748,NA,0.1239,0.203,0.1207,0.0102,303662,176192,178888,7106,NA,NA,NA,NA,7106,183298,NA,NA,303662,176192,482550,174544,5352,174544,101157,2,459590,17,NA,NA,NA,0,NA,NA,NA,NA,81476,5,"cut"
"1463","OC146","OC146.5","Osmia cornuta","Female","Control","Blue left","2x","Blue","Left",159712,740288,NA,NA,0.1775,0.8225,NA,0.907,0,0.0867,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,13860,NA,13860,NA,1,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,"cut"
"1215","OC12","OC12.2","Osmia cornuta","Female","Treatment","Blue left","2x","Blue","Left",238436,0,NA,NA,0.2649,0,NA,0.0317,0.0592,0.1025,0.0366,671816,160286,12514,81090,NA,NA,NA,NA,81090,241376,NA,NA,671816,160286,684330,45298,8658,45298,NA,0,149088,3,NA,NA,NA,NA,NA,661564,1,238436,NA,NA,"cut"
"1318","OC13","OC13.2","Osmia cornuta","Female","Control","Blue left","2x","Blue","Left",256674,19910,NA,NA,0.2852,0.0221,NA,0.0729,0.0337,0.0403,0.0957,659348,124328,18794,88794,NA,NA,NA,NA,88794,213122,NA,NA,659348,124328,678142,63100,59678,63100,NA,1,200992,6,NA,NA,NA,NA,NA,623416,1,276584,NA,NA,"cut"
"194","OC19","OC19.2","Osmia cornuta","Female","Treatment","Yellow right","2x","Yellow","Right",304860,0,NA,NA,0.3387,0,NA,0.2239,0.0531,0,0,21982,160636,607492,292508,NA,NA,NA,NA,160636,453144,NA,NA,607492,292508,629474,21212,244748,244748,NA,0,104738,2,NA,NA,NA,NA,NA,595140,1,304860,NA,NA,"cut"
"214","OC21","OC21.2","Osmia cornuta","Male","Control","Blue right","2x","Blue","Right",412994,69516,NA,NA,0.4589,0.0772,NA,0.1399,0.1527,0.1106,0.0989,0,NA,438208,431104,NA,NA,NA,NA,431104,NA,NA,NA,438208,431104,438208,9932,117492,117492,NA,5,161582,5,NA,NA,NA,NA,NA,413072,1,486928,NA,NA,"cut"
"225","OC22","OC22.2","Osmia cornuta","Female","Control","Blue right","2x","Blue","Right",430766,1798,NA,NA,0.4786,0.002,NA,0.0338,0.0126,0.0884,0,10212,40298,758394,141606,NA,NA,NA,NA,40298,181904,NA,NA,758394,141606,768606,31236,50616,50616,NA,1,309542,3,NA,NA,NA,NA,NA,467436,1,432564,NA,NA,"cut"
"234","OC23","OC23.2","Osmia cornuta","Male","Treatment","Blue right","2x","Blue","Right",473384,23038,NA,NA,0.526,0.0256,NA,0.1398,0.1198,0.1256,0.1293,21238,10104,411400,132936,NA,NA,NA,NA,10104,143040,NA,NA,411400,132936,432638,4312,129800,129800,NA,5,323412,8,NA,NA,NA,NA,NA,403578,1,496422,NA,NA,"cut"
"253","OC25","OC25.2","Osmia cornuta","Female","Treatment","Yellow right","2x","Yellow","Right",106938,0,NA,NA,0.1188,0,NA,0.0221,0.0571,0.0079,0.0034,0,NA,806694,56770,NA,NA,NA,NA,56770,NA,NA,NA,806694,56770,806694,17080,11878,11878,NA,0,67598,7,NA,NA,NA,NA,NA,793062,1,106938,NA,NA,"cut"
"274","OC27","OC27.2","Osmia cornuta","Female","Control","Yellow right","2x","Yellow","Right",138046,0,NA,NA,0.1534,0,NA,0.0316,0.0456,0.0191,0.0082,4970,34338,771386,128614,NA,NA,NA,NA,34338,162952,NA,NA,771386,128614,776356,29532,75608,75608,NA,0,51124,2,NA,NA,NA,NA,NA,761954,1,138046,NA,NA,"cut"
"294","OC29","OC29.2","Osmia cornuta","Male","Treatment","Yellow left","2x","Yellow","Left",166862,47308,NA,NA,0.1854,0.0526,NA,0.0054,0.0594,0,0.0955,695860,201168,8788,56672,NA,NA,NA,NA,56672,257840,NA,NA,695860,201168,704648,199292,51120,199292,NA,1,114558,4,NA,NA,NA,NA,NA,685830,1,214170,NA,NA,"cut"
"304","OC30","OC30.2","Osmia cornuta","Female","Treatment","Yellow left","2x","Yellow","Left",47498,42120,NA,NA,0.0528,0.0468,NA,0.0034,0,0.0202,0,815482,84518,0,NA,NA,NA,NA,NA,84518,NA,NA,NA,815482,84518,815482,81432,NA,81432,NA,1,0,0,NA,NA,NA,NA,NA,810382,1,89618,NA,NA,"cut"
"324","OC32","OC32.2","Osmia cornuta","Male","Control","Yellow left","2x","Yellow","Left",292918,47806,NA,NA,0.3255,0.0531,NA,0.1626,0.0487,0.0766,0.0271,609752,203766,1100,249752,NA,NA,NA,NA,203766,453518,NA,NA,609752,203766,610852,5628,223188,5628,NA,1,270108,5,NA,NA,NA,NA,NA,555650,1,344350,NA,NA,"cut"
"354","OC35","OC35.2","Osmia cornuta","Female","Treatment","Blue left","2x","Blue","Left",247054,14074,NA,NA,0.2745,0.0156,NA,0.0966,0.0584,0.0171,0.0593,670142,60288,16154,167184,NA,NA,NA,NA,60288,227472,NA,NA,670142,60288,686296,5368,117102,5368,NA,1,215984,12,NA,NA,NA,NA,NA,638872,1,261128,NA,NA,"cut"
"363","OC36","OC36.2","Osmia cornuta","Male","Treatment","Blue left","2x","Blue","Left",281312,0,NA,NA,0.3126,0,NA,0.0668,0.115,0.081,0.0184,628382,271618,13524,43394,NA,NA,NA,NA,43394,315012,NA,NA,628382,271618,641906,29020,41264,29020,NA,0,264278,7,NA,NA,NA,NA,NA,618688,1,281312,NA,NA,"cut"
"374","OC37","OC37.2","Osmia cornuta","Female","Treatment","Blue left","2x","Blue","Left",67378,64288,NA,NA,0.0749,0.0714,NA,0.002,0.0447,0,0,775102,124898,802,120704,NA,NA,NA,NA,120704,245602,NA,NA,775102,124898,775904,123122,82096,123122,NA,1,0,0,NA,NA,NA,NA,NA,768334,1,131666,NA,NA,"cut"
"405","OC40","OC40.2","Osmia cornuta","Male","Treatment","Yellow left","2x","Yellow","Left",113854,0,NA,NA,0.1265,0,NA,0.0137,0,0.0562,0.0334,795986,104014,0,NA,NA,NA,NA,NA,104014,NA,NA,NA,795986,104014,795986,49758,NA,49758,NA,0,90826,3,NA,NA,NA,NA,NA,786146,1,113854,NA,NA,"cut"
"412","OC41","OC41.2","Osmia cornuta","Male","Control","Yellow right","2x","Yellow","Right",190898,0,NA,NA,0.2121,0,NA,0.0098,0.0038,0.0195,0.154,3548,14208,717518,182482,NA,NA,NA,NA,14208,196690,NA,NA,717518,182482,721066,10672,179102,179102,NA,0,143834,5,NA,NA,NA,NA,NA,709102,1,190898,NA,NA,"cut"
"425","OC42","OC42.2","Osmia cornuta","Male","Control","Yellow right","2x","Yellow","Right",143068,0,NA,NA,0.159,0,NA,0.0086,0.019,0.032,0.0727,2696,66246,761264,138736,NA,NA,NA,NA,66246,204982,NA,NA,761264,138736,763960,62724,50014,50014,NA,0,115136,5,NA,NA,NA,NA,NA,756932,1,143068,NA,NA,"cut"
"433","OC43","OC43.2","Osmia cornuta","Male","Control","Yellow right","2x","Yellow","Right",30604,0,NA,NA,0.034,0,NA,0.0115,0.0032,0,0,0,NA,878344,21656,NA,NA,NA,NA,21656,NA,NA,NA,878344,21656,878344,8474,18814,18814,NA,0,0,0,NA,NA,NA,NA,NA,869396,1,30604,NA,NA,"cut"
"443","OC44","OC44.2","Osmia cornuta","Male","Treatment","Yellow right","2x","Yellow","Right",172412,0,NA,NA,0.1916,0,NA,0.1124,0.0038,0.0486,0,12258,58820,731402,168598,NA,NA,NA,NA,58820,227418,NA,NA,731402,168598,743660,8070,165208,165208,NA,0,101558,3,NA,NA,NA,NA,NA,727588,1,172412,NA,NA,"cut"
"455","OC45","OC45.2","Osmia cornuta","Female","Treatment","Yellow right","2x","Yellow","Right",182798,0,NA,NA,0.2031,0,NA,0.0167,0.0686,0.0412,0.031,2486,105550,739146,97742,NA,NA,NA,NA,97742,203292,NA,NA,739146,97742,741632,104712,60076,60076,NA,0,151804,6,NA,NA,NA,NA,NA,717202,1,182798,NA,NA,"cut"
"485","OC48","OC48.2","Osmia cornuta","Female","Control","Yellow right","2x","Yellow","Right",100110,0,NA,NA,0.1112,0,NA,0,8e-04,0.0035,0.0806,0,NA,817686,82314,NA,NA,NA,NA,82314,NA,NA,NA,817686,82314,817686,NA,81608,81608,NA,0,68580,2,NA,NA,NA,NA,NA,799890,1,100110,NA,NA,"cut"
"495","OC49","OC49.2","Osmia cornuta","Male","Control","Yellow right","2x","Yellow","Right",47126,0,NA,NA,0.0524,0,NA,0.0225,0.0067,0.0073,0,1446,34712,856274,43726,NA,NA,NA,NA,34712,78438,NA,NA,856274,43726,857720,16022,37700,37700,NA,0,27982,1,NA,NA,NA,NA,NA,852874,1,47126,NA,NA,"cut"
"503","OC50","OC50.2","Osmia cornuta","Male","Control","Yellow right","2x","Yellow","Right",592186,0,NA,NA,0.658,0,NA,0.1066,0.0236,0.0422,0.2308,202614,65196,315954,584046,NA,NA,NA,NA,65196,649242,NA,NA,315954,584046,518568,59192,143002,143002,NA,0,302024,2,NA,NA,NA,NA,NA,307814,1,592186,NA,NA,"cut"
"513","OC51","OC51.2","Osmia cornuta","Male","Treatment","Yellow left","2x","Yellow","Left",51226,11690,NA,NA,0.0569,0.013,NA,0.0039,0.0145,0.0091,0.0039,846176,53824,830,41702,NA,NA,NA,NA,41702,95526,NA,NA,846176,53824,847006,50300,36426,50300,NA,1,0,0,NA,NA,NA,NA,NA,837084,1,62916,NA,NA,"cut"
"525","OC52","OC52.2","Osmia cornuta","Male","Treatment","Yellow left","2x","Yellow","Left",31290,168544,NA,NA,0.0348,0.1873,NA,0.0051,0,0.0054,0,712132,187868,0,NA,NA,NA,NA,NA,187868,NA,NA,NA,712132,187868,712132,183276,NA,183276,NA,1,0,0,NA,NA,NA,NA,NA,700166,1,199834,NA,NA,"cut"
"533","OC53","OC53.2","Osmia cornuta","Male","Treatment","Yellow left","2x","Yellow","Left",121452,0,NA,NA,0.1349,0,NA,0.0376,0.0091,0.0451,0.0225,784768,55358,0,NA,NA,NA,NA,NA,55358,NA,NA,NA,784768,55358,784768,31262,23070,31262,NA,0,27182,1,NA,NA,NA,NA,NA,778548,1,121452,NA,NA,"cut"
"565","OC56","OC56.2","Osmia cornuta","Male","Control","Yellow left","2x","Yellow","Left",116140,0,NA,NA,0.129,0,NA,0.0263,0.0712,0,0,797650,27612,6386,10254,NA,NA,NA,NA,10254,37866,NA,NA,797650,27612,804036,25804,8268,25804,NA,0,99600,2,NA,NA,NA,NA,NA,783860,1,116140,NA,NA,"cut"
"575","OC57","OC57.2","Osmia cornuta","Female","Control","Yellow left","2x","Yellow","Left",145044,12200,NA,NA,0.1612,0.0136,NA,0.0258,0.0041,0.047,0.0623,752820,88808,0,NA,NA,NA,NA,NA,88808,NA,NA,NA,752820,88808,752820,50270,46606,50270,NA,1,93838,2,NA,NA,NA,NA,NA,742756,1,157244,NA,NA,"cut"
"585","OC58","OC58.2","Osmia cornuta","Female","Treatment","Blue left","2x","Blue","Left",52860,0,NA,NA,0.0587,0,NA,0.0113,0.0128,0.0076,0,866548,17866,0,NA,NA,NA,NA,NA,17866,NA,NA,NA,866548,17866,866548,16396,4860,16396,NA,0,0,0,NA,NA,NA,NA,NA,847140,1,52860,NA,NA,"cut"
"594","OC59","OC59.2","Osmia cornuta","Female","Treatment","Blue left","2x","Blue","Left",775894,0,NA,NA,0.8621,0,NA,0.19,0.1522,0.2243,0.239,148838,117446,19618,40364,NA,NA,NA,NA,40364,157810,NA,NA,148838,117446,168456,46734,38060,46734,NA,0,748556,16,NA,NA,NA,NA,NA,124106,1,775894,NA,NA,"cut"
"625","OC62","OC62.2","Osmia cornuta","Female","Control","Blue left","2x","Blue","Left",633166,0,NA,NA,0.7035,0,NA,0.2338,0.1658,0.0713,0.0934,346040,41844,39236,194982,NA,NA,NA,NA,41844,236826,NA,NA,346040,41844,385276,6890,135894,6890,NA,0,480866,5,NA,NA,NA,NA,NA,266834,1,633166,NA,NA,"cut"
"715","OC71","OC71.2","Osmia cornuta","Female","Treatment","Blue right","2x","Blue","Right",162880,135006,NA,NA,0.181,0.15,NA,0.114,0.0247,0.0208,0.0029,123816,21778,608952,241442,NA,NA,NA,NA,21778,263220,NA,NA,608952,241442,732768,21064,213666,213666,NA,1,122856,4,NA,NA,NA,NA,NA,601182,1,298818,NA,NA,"cut"
"735","OC73","OC73.2","Osmia cornuta","Female","Treatment","Blue left","2x","Blue","Left",21820,0,NA,NA,0.0242,0,NA,0.003,0.01,0,0,882562,17438,2418,6520,NA,NA,NA,NA,6520,23958,NA,NA,882562,17438,884980,14772,3312,14772,NA,0,0,0,NA,NA,NA,NA,NA,878180,1,21820,NA,NA,"cut"
"745","OC74","OC74.2","Osmia cornuta","Female","Treatment","Blue left","2x","Blue","Left",98954,0,NA,NA,0.1099,0,NA,0.031,0.0096,0.0158,0.0296,814714,4760,5598,35416,NA,NA,NA,NA,4760,40176,NA,NA,814714,4760,820312,2278,30488,2278,NA,0,83586,1,NA,NA,NA,NA,NA,801046,1,98954,NA,NA,"cut"
"773","OC77","OC77.2","Osmia cornuta","Male","Control","Blue left","2x","Blue","Left",105110,4314,NA,NA,0.1168,0.0048,NA,0.0189,0.055,0,0,816218,83782,0,NA,NA,NA,NA,NA,83782,NA,NA,NA,816218,83782,816218,66778,17306,66778,NA,1,0,0,NA,NA,NA,NA,NA,790576,1,109424,NA,NA,"cut"
"785","OC78","OC78.2","Osmia cornuta","Male","Treatment","Blue left","2x","Blue","Left",93252,0,NA,NA,0.1036,0,NA,0.0547,0,0.0033,0,826504,73496,0,NA,NA,NA,NA,NA,73496,NA,NA,NA,826504,73496,826504,24272,NA,24272,NA,0,0,0,NA,NA,NA,NA,NA,806748,1,93252,NA,NA,"cut"
"794","OC79","OC79.2","Osmia cornuta","Female","Control","Yellow right","2x","Yellow","Right",677768,0,NA,NA,0.7531,0,NA,0.1924,0.1898,0.1529,0.1094,33074,53032,252122,84230,NA,NA,NA,NA,53032,137262,NA,NA,252122,84230,285196,35494,34726,34726,NA,0,657554,9,NA,NA,NA,NA,NA,222232,1,677768,NA,NA,"cut"
"834","OC83","OC83.2","Osmia cornuta","Female","Control","Yellow right","2x","Yellow","Right",48724,0,NA,NA,0.0541,0,NA,0.0233,0.0022,0,0,0,NA,870028,29972,NA,NA,NA,NA,29972,NA,NA,NA,870028,29972,870028,7012,28020,28020,NA,0,0,0,NA,NA,NA,NA,NA,851276,1,48724,NA,NA,"cut"
"844","OC84","OC84.2","Osmia cornuta","Female","Treatment","Yellow right","2x","Yellow","Right",210088,0,NA,NA,0.2334,0,NA,0.0332,0.0642,0.068,0.0425,4462,53512,702712,81256,NA,NA,NA,NA,53512,134768,NA,NA,702712,81256,707174,49432,47784,47784,NA,0,119970,2,NA,NA,NA,NA,NA,689912,1,210088,NA,NA,"cut"
"885","OC88","OC88.2","Osmia cornuta","Female","Treatment","Yellow right","2x","Yellow","Right",82746,0,NA,NA,0.0919,0,NA,0,0.0104,0.0253,0.005,0,NA,830262,69738,NA,NA,NA,NA,69738,NA,NA,NA,830262,69738,830262,NA,60370,60370,NA,0,0,0,NA,NA,NA,NA,NA,817254,1,82746,NA,NA,"cut"
"895","OC89","OC89.2","Osmia cornuta","Female","Treatment","Yellow right","2x","Yellow","Right",511478,0,NA,NA,0.5683,0,NA,0.0371,0.2433,0.1112,0.0967,8834,176248,439706,121054,NA,NA,NA,NA,121054,297302,NA,NA,439706,121054,448540,12108,22730,22730,NA,0,433080,10,NA,NA,NA,NA,NA,388522,1,511478,NA,NA,"cut"
"904","OC90","OC90.2","Osmia cornuta","Female","Treatment","Yellow right","2x","Yellow","Right",25552,0,NA,NA,0.0284,0,NA,0.0126,0.0043,0,0,0,NA,879966,20034,NA,NA,NA,NA,20034,NA,NA,NA,879966,20034,879966,4880,16208,16208,NA,0,0,0,NA,NA,NA,NA,NA,874448,1,25552,NA,NA,"cut"
"935","OC93","OC93.2","Osmia cornuta","Female","Control","Blue left","2x","Blue","Left",305284,0,NA,NA,0.3392,0,NA,0.0907,0.0358,0.1162,0.042,621276,36084,18592,118340,NA,NA,NA,NA,36084,154424,NA,NA,621276,36084,639868,16724,104612,16724,NA,0,275072,6,NA,NA,NA,NA,NA,594716,1,305284,NA,NA,"cut"
"1033","OC103","OC103.2","Osmia cornuta","Male","Treatment","Blue left","2x","Blue","Left",89482,0,NA,NA,0.0994,0,NA,0.0289,0.0096,0.0178,0.0258,819568,80432,2118,51456,NA,NA,NA,NA,51456,131888,NA,NA,819568,80432,821686,27246,49776,27246,NA,0,79924,3,NA,NA,NA,NA,NA,810518,1,89482,NA,NA,"cut"
"1044","OC104","OC104.2","Osmia cornuta","Female","Control","Yellow right","2x","Yellow","Right",520654,0,NA,NA,0.5785,0,NA,0.0962,0.1605,0.1348,0.1003,9590,240372,440656,97872,NA,NA,NA,NA,97872,338244,NA,NA,440656,97872,450246,14466,9112,9112,NA,0,455312,5,NA,NA,NA,NA,NA,379346,1,520654,NA,NA,"cut"
"1063","OC106","OC106.2","Osmia cornuta","Female","Control","Blue left","2x","Blue","Left",607508,0,NA,NA,0.675,0,NA,0.1895,0.1289,0.1417,0.0858,384386,80196,20122,188308,NA,NA,NA,NA,80196,268504,NA,NA,384386,80196,404508,51890,4116,51890,NA,0,577314,4,NA,NA,NA,NA,NA,292492,1,607508,NA,NA,"cut"
"1103","OC110","OC110.2","Osmia cornuta","Female","Treatment","Yellow left","2x","Yellow","Left",38350,0,NA,NA,0.0426,0,NA,0.0022,0,0,0,863566,36434,0,NA,NA,NA,NA,NA,36434,NA,NA,NA,863566,36434,863566,34444,NA,34444,NA,0,0,0,NA,NA,NA,NA,NA,861650,1,38350,NA,NA,"cut"
"1114","OC111","OC111.2","Osmia cornuta","Female","Treatment","Yellow right","2x","Yellow","Right",14000,0,NA,NA,0.0156,0,NA,0,0.0034,0,0,0,NA,894000,6000,NA,NA,NA,NA,6000,NA,NA,NA,894000,6000,894000,NA,2902,2902,NA,0,0,0,NA,NA,NA,NA,NA,886000,1,14000,NA,NA,"cut"
"1133","OC113","OC113.2","Osmia cornuta","Female","Treatment","Yellow right","2x","Yellow","Right",99752,0,NA,NA,0.1108,0,NA,0.0203,0.0129,0.0296,0.0205,3786,41438,812244,31354,NA,NA,NA,NA,31354,72792,NA,NA,812244,31354,816030,38954,27436,27436,NA,0,81882,2,NA,NA,NA,NA,NA,800248,1,99752,NA,NA,"cut"
"1143","OC114","OC114.2","Osmia cornuta","Male","Treatment","Yellow right","2x","Yellow","Right",519160,0,NA,NA,0.5768,0,NA,0.2706,0.0485,0.0877,0.1071,11520,29272,416504,49512,NA,NA,NA,NA,29272,78784,NA,NA,416504,49512,428024,26744,47768,47768,NA,0,441168,7,NA,NA,NA,NA,NA,380840,1,519160,NA,NA,"cut"
"1154","OC115","OC115.2","Osmia cornuta","Female","Control","Yellow right","2x","Yellow","Right",134622,1008,NA,NA,0.1496,0.0011,NA,0.0519,0.0012,0.0242,0.0452,3200,55422,770898,129102,NA,NA,NA,NA,55422,184524,NA,NA,770898,129102,774098,52398,127998,127998,NA,1,58864,4,NA,NA,NA,NA,NA,764370,1,135630,NA,NA,"cut"
"1275","OC127","OC127.2","Osmia cornuta","Female","Treatment","Yellow right","2x","Yellow","Right",251038,0,NA,NA,0.2789,0,NA,0.1319,0.0169,0.0611,0.0302,11552,64012,659838,94112,NA,NA,NA,NA,64012,158124,NA,NA,659838,94112,671390,49294,69768,69768,NA,0,164930,1,NA,NA,NA,NA,NA,648962,1,251038,NA,NA,"cut"
"1294","OC129","OC129.2","Osmia cornuta","Male","Treatment","Yellow right","2x","Yellow","Right",630292,0,NA,NA,0.7003,0,NA,0.2246,0.2426,0.0085,0.1523,26448,30084,291982,53572,NA,NA,NA,NA,30084,83656,NA,NA,291982,53572,318430,16404,53080,53080,NA,0,358416,6,NA,NA,NA,NA,NA,269708,1,630292,NA,NA,"cut"
"1335","OC133","OC133.2","Osmia cornuta","Female","Control","Yellow right","2x","Yellow","Right",168328,0,NA,NA,0.187,0,NA,0,0.0057,0.0089,0.0391,0,NA,821608,78392,NA,NA,NA,NA,78392,NA,NA,NA,821608,78392,821608,NA,73256,73256,NA,0,0,0,NA,NA,NA,NA,NA,731672,1,168328,NA,NA,"cut"
"1363","OC136","OC136.2","Osmia cornuta","Female","Treatment","Yellow left","2x","Yellow","Left",516954,0,NA,NA,0.5744,0,NA,0.1652,0.0378,0.1316,0.1169,404164,164156,20276,187556,NA,NA,NA,NA,164156,351712,NA,NA,404164,164156,424440,104140,186310,104140,NA,0,410980,14,NA,NA,NA,NA,NA,383046,1,516954,NA,NA,"cut"
"1405","OC140","OC140.2","Osmia cornuta","Female","Treatment","Yellow left","2x","Yellow","Left",645884,0,NA,NA,0.7176,0,NA,0.189,0.0879,0.1032,0.1539,320006,236554,35006,131546,NA,NA,NA,NA,131546,368100,NA,NA,320006,236554,355012,140586,128506,140586,NA,0,487986,7,NA,NA,NA,NA,NA,254116,1,645884,NA,NA,"cut"
"1425","OC142","OC142.2","Osmia cornuta","Female","Control","Blue left","2x","Blue","Left",132616,0,NA,NA,0.1474,0,NA,0.0248,0.0396,0.0083,0.0267,783614,57782,2350,108200,NA,NA,NA,NA,57782,165982,NA,NA,783614,57782,785964,48058,38470,48058,NA,0,104584,2,NA,NA,NA,NA,NA,767384,1,132616,NA,NA,"cut"
"1435","OC143","OC143.2","Osmia cornuta","Female","Control","Blue left","2x","Blue","Left",143576,0,NA,NA,0.1595,0,NA,0.0655,0.0092,0.0043,0.0157,794088,30484,0,NA,NA,NA,NA,NA,30484,NA,NA,NA,794088,30484,794088,20658,21614,20658,NA,0,61066,1,NA,NA,NA,NA,NA,756424,1,143576,NA,NA,"cut"
"1445","OC144","OC144.2","Osmia cornuta","Female","Control","Blue left","2x","Blue","Left",164994,0,NA,NA,0.1833,0,NA,0.0031,0.0983,0.0019,0.0086,783412,116588,5914,19050,NA,NA,NA,NA,19050,135638,NA,NA,783412,116588,789326,113832,16848,113832,NA,0,133542,4,NA,NA,NA,NA,NA,735006,1,164994,NA,NA,"cut"
"1455","OC145","OC145.2","Osmia cornuta","Female","Control","Blue left","2x","Blue","Left",260576,0,NA,NA,0.2895,0,NA,0.0957,0.0546,0.0502,0.061,643432,241984,1142,208620,NA,NA,NA,NA,208620,450604,NA,NA,643432,241984,644574,20108,161418,20108,NA,0,155818,5,NA,NA,NA,NA,NA,639424,1,260576,NA,NA,"cut"
"1464","OC146","OC146.2","Osmia cornuta","Female","Control","Blue left","2x","Blue","Left",367662,27094,NA,NA,0.4085,0.0301,NA,0.0856,0,0.1313,0.0723,600300,54828,0,NA,NA,NA,NA,NA,54828,NA,NA,NA,600300,54828,600300,42570,NA,42570,NA,1,288632,6,NA,NA,NA,NA,NA,505244,1,394756,NA,NA,"cut"
"1216","OC12","OC12.3","Osmia cornuta","Female","Treatment","Blue left","2x","Blue","Left",67182,0,NA,NA,0.0746,0,NA,0.0075,0.0068,0.0035,0.0072,854464,40556,3218,31196,NA,NA,NA,NA,31196,71752,NA,NA,854464,40556,857682,38812,29442,38812,NA,0,0,0,NA,NA,NA,NA,NA,832818,1,67182,NA,NA,"cut"
"155","OC15","OC15.3","Osmia cornuta","Female","Treatment","Yellow right","2x","Yellow","Right",466908,11040,NA,NA,0.5188,0.0123,NA,0.0799,0.1693,0.0457,0.1173,35700,76940,459370,91820,NA,NA,NA,NA,76940,168760,NA,NA,459370,91820,495070,52476,34028,34028,NA,2,363422,15,NA,NA,NA,NA,NA,422052,1,477948,NA,NA,"cut"
"204","OC20","OC20.3","Osmia cornuta","Female","Treatment","Blue right","2x","Blue","Right",450388,0,NA,NA,0.5004,0,NA,0.085,0.0752,0.1438,0.1601,8182,120178,461488,438512,NA,NA,NA,NA,120178,558690,NA,NA,461488,438512,469670,35760,56980,56980,NA,0,426342,14,NA,NA,NA,NA,NA,449612,1,450388,NA,NA,"cut"
"215","OC21","OC21.3","Osmia cornuta","Male","Control","Yellow left","2x","Yellow","Left",82704,79420,NA,NA,0.0919,0.0882,NA,0.0015,0.0555,0.0047,0.0238,742630,157370,50494,59404,NA,NA,NA,NA,59404,216774,NA,NA,742630,157370,793124,155978,29788,155978,NA,3,24370,2,NA,NA,NA,NA,NA,737876,1,162124,NA,NA,"cut"
"226","OC22","OC22.3","Osmia cornuta","Female","Control","Yellow left","2x","Yellow","Left",74844,0,NA,NA,0.0832,0,NA,0.0576,0,0,0,842402,12614,0,NA,NA,NA,NA,NA,12614,NA,NA,NA,842402,12614,842402,5730,NA,5730,NA,0,0,0,NA,NA,NA,NA,NA,825156,1,74844,NA,NA,"cut"
