"","ID","test","species","sex","experiment.type","correct.cue","speed","color","side","activity.time","inactivity.time","refuge.time","getting.out.refuge.time","activity.prop","inactivity.prop","refuge.prop","first.quadrant.prop","second.quadrant.prop","third.quadrant.prop","fourth.quadrant.prop","first.cue.time","time.until.first.cue","second.cue.time","time.until.second.cue","third.cue.time","time.until.third.cue","fourth.cue.time","time.until.fourth.cue","touch.1.cue","touch.2.cues","touch.3.cues","touch.4.cues","correct.cue.time","time.until.correct.cue","total.cue.time","time.until.first.quadrant","time.until.second.quadrant","time.until.correct.quadrant","time.until.lid.exploring","times.resting","escape.time","escape.attemps","refuge.exit","refuge.enter.times","refuge.re.enter","success","success.time","eating.time","eating.times","time.until.eating","lid.exploring.time","lid.exploring.times","cut.uncut"
"1","OC1","OC1.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,861050,0,38950,38950,0.9567,0,0.0433,0.2801,0.3177,0.1669,0.124,17658,110014,13406,92758,5342,122292,13028,697440,92758,202772,325064,1022504,NA,NA,49434,58578,89248,NA,NA,0,666452,20,"Yes",0,0,1,697440,NA,NA,NA,NA,NA,"uncut"
"2","OC2","OC2.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,156452,736136,7412,7412,0.1738,0.8179,0.0082,0,0,0.0704,0.9078,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,0,0,"Yes",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"3","OC3","OC3.1","Osmia cornuta","Female","Control","","2x",NA,NA,818282,81718,0,NA,0.9092,0.0908,0,0.4394,0.3078,0.1387,0.0781,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,35676,124620,NA,NA,1,741304,15,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"4","OC4","OC4.1","Osmia cornuta","Female","Control","","4x",NA,NA,843876,0,0,NA,0.9376,0,0,0.2405,0.2819,0.3402,0.1176,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,46116,128316,NA,NA,0,762360,22,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"5","OC5","OC5.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,0,0,9e+05,9e+05,0,0,1,0,0,0,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"6","OC6","OC6.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,429250,55822,414928,370814,0.4769,0.062,0.461,0.1559,0.0346,0.0827,0.1286,50160,396846,23152,802398,2576,536446,25120,573678,396846,933292,1506970,2309368,NA,NA,101008,387134,558270,NA,NA,2,104432,4,"Yes",2,1,1,802398,NA,NA,NA,NA,NA,"uncut"
"7","OC7","OC7.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,691996,141124,66880,66880,0.7689,0.1568,0.0743,0.1141,0.1036,0.3771,0.1117,60334,111072,47506,97360,83200,657296,0,NA,97360,208432,865728,NA,NA,NA,191040,73056,89742,NA,NA,1,160752,3,"Yes",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"8","OC8","OC8.1","Osmia cornuta","Female","Control","","4x",NA,NA,411284,479852,0,NA,0.457,0.5332,0,0.1626,0.1654,0.1963,0.4391,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,32932,228416,NA,NA,8,62044,2,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"9","OC9","OC9.1","Osmia cornuta","Female","Control","","4x",NA,NA,552828,347172,0,NA,0.6143,0.3857,0,0.1277,0.1466,0.1423,0.5585,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,763908,180132,NA,NA,7,0,0,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"10","OC10","OC10.1","Osmia cornuta","Female","Control","","4x",NA,NA,674104,225896,0,NA,0.749,0.251,0,0.3732,0.3836,0.1672,0.0327,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,38908,194716,NA,NA,7,335328,7,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"11","OC11","OC11.1","Osmia cornuta","Male","Treatment","","2x",NA,NA,726850,3170,169980,169980,0.8076,0.0035,0.1889,0.1627,0.2469,0.3439,0.0186,2366,675706,5522,214554,19442,225450,2992,408524,214554,440004,848528,1524234,NA,NA,30322,181756,174748,NA,NA,1,472918,6,"Yes",0,0,1,675706,NA,NA,NA,NA,NA,"uncut"
"12","OC12","OC12.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,465220,325298,109482,109482,0.5169,0.3614,0.1216,0.5261,0.0444,0.2043,0.0576,8780,171690,8094,346906,14304,144316,6116,191226,144316,316006,507232,854138,NA,NA,37294,124970,123210,NA,NA,1,23312,1,"Yes",0,0,1,346906,NA,NA,NA,NA,NA,"uncut"
"13","OC13","OC13.1","Osmia cornuta","Female","Control","","4x",NA,NA,9e+05,0,0,NA,1,0,0,0.3701,0.1591,0.2454,0.2021,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,20952,108568,NA,NA,0,855112,13,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"14","OC14","OC14.1","Osmia cornuta","Male","Control","","4x",NA,NA,862024,37976,0,NA,0.9578,0.0422,0,0.2752,0.1504,0.319,0.2236,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,54248,324840,NA,NA,4,701116,12,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"15","OC15","OC15.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,412858,19682,467460,467460,0.4587,0.0219,0.5194,0.1062,0.0588,0.1252,0.1218,2738,519908,27870,491012,16678,478340,9728,533524,478340,969352,1489260,2022784,NA,NA,57014,485348,489524,NA,NA,2,132718,10,"Yes",0,0,1,533524,NA,NA,NA,NA,NA,"uncut"
"16","OC16","OC16.1","Osmia cornuta","Male","Treatment","","2x",NA,NA,412974,51968,426560,7808,0.4589,0.0577,0.474,0.1346,0.0451,0.2114,0.0769,2304,88416,4690,181534,27698,21022,10174,146320,21022,109438,255758,437292,NA,NA,44866,65328,179982,NA,NA,2,204654,11,"Yes",2,1,1,181534,NA,NA,NA,NA,NA,"uncut"
"17","OC17","OC17.1","Osmia cornuta","Male","Control","","4x",NA,NA,896480,3520,0,NA,0.9961,0.0039,0,0.2345,0.2206,0.295,0.2374,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,120500,128248,NA,NA,1,758348,18,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"18","OC18","OC18.1","Osmia cornuta","Male","Control","","4x",NA,NA,284480,615520,0,NA,0.3161,0.6839,0,0.2059,0.0361,0.644,0.1051,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,112252,94044,NA,NA,4,173380,3,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"19","OC19","OC19.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,304422,57562,538016,49012,0.3382,0.064,0.5978,0.2072,0.0714,0.0281,0.0763,11610,138256,0,NA,0,NA,0,NA,138256,NA,NA,NA,NA,NA,11610,131422,73556,NA,NA,2,208310,4,"Yes",1,1,0,NA,NA,NA,NA,NA,NA,"uncut"
"20","OC20","OC20.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,757930,138416,3654,3654,0.8421,0.1538,0.0041,0.4535,0.2385,0.0674,0.0861,52558,31962,22764,8628,33280,203868,21092,41966,8628,40590,82556,286424,NA,NA,129694,14796,7010,NA,NA,1,422774,14,"Yes",0,0,1,203868,NA,NA,NA,NA,NA,"uncut"
"21","OC21","OC21.1","Osmia cornuta","Male","Control","","4x",NA,NA,878852,21148,0,NA,0.9765,0.0235,0,0.3459,0.1724,0.3149,0.149,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,88752,107764,NA,NA,2,824016,16,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"22","OC22","OC22.1","Osmia cornuta","Female","Control","","4x",NA,NA,522024,377976,0,NA,0.58,0.42,0,0.1094,0.7265,0.0355,0.1196,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,249496,8124,NA,NA,5,267988,8,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"23","OC23","OC23.1","Osmia cornuta","Male","Treatment","","2x",NA,NA,778584,80306,3446,3446,0.8651,0.0892,0.0038,0.3292,0.4805,0.0639,0,101904,129702,8400,106742,0,NA,0,NA,106742,236444,NA,NA,NA,NA,110304,125750,3446,NA,NA,4,627216,5,"Yes",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"24","OC24","OC24.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,896352,0,1926,1926,0.9959,0,0.0021,0.3764,0.0819,0.3222,0.0555,112046,1926,10674,165018,18042,329144,3624,127738,1926,129664,294682,623826,NA,NA,144386,115892,88054,NA,NA,0,374374,15,"Yes",0,0,1,329144,NA,NA,NA,NA,NA,"uncut"
"25","OC25","OC25.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,896614,0,3386,3386,0.9962,0,0.0038,0.2786,0.2674,0.1496,0.2087,10410,62146,37122,9950,16250,193008,10132,85440,9950,72096,157536,350544,NA,NA,73914,32764,8614,NA,NA,0,674632,25,"Yes",0,0,1,193204,NA,NA,NA,NA,NA,"uncut"
"26","OC26","OC26.1","Osmia cornuta","Female","Control","","4x",NA,NA,710760,187564,0,NA,0.7897,0.2084,0,0.2917,0.2347,0.1752,0.2639,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,44776,73544,NA,NA,2,706716,17,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"27","OC27","OC27.1","Osmia cornuta","Female","Control","","4x",NA,NA,9e+05,0,0,NA,1,0,0,0.328,0.2698,0.166,0.2226,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,123684,53848,NA,NA,0,852440,19,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"28","OC28","OC28.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,549926,1530,348544,234,0.611,0.0017,0.3873,0.2439,0.0958,0.1277,0.0712,50092,364402,3440,433596,3374,436514,2256,464480,364402,797998,1234512,1698992,NA,NA,59162,363116,434216,NA,NA,1,387762,18,"Yes",1,1,1,465180,NA,NA,NA,NA,NA,"uncut"
"29","OC29","OC29.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,601794,51810,246396,5660,0.6687,0.0576,0.2738,0.1444,0.077,0.2343,0.1914,31322,225466,3904,261348,6476,162458,2464,127668,127668,290126,515592,776940,NA,NA,44166,15690,74622,NA,NA,2,212482,10,"Yes",3,1,1,261348,NA,NA,NA,NA,NA,"uncut"
"30","OC30","OC30.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,628324,0,271676,271676,0.6981,0,0.3019,0.1151,0.1946,0.1713,0.1206,27364,327232,11224,524914,31318,317332,11332,384270,317332,644564,1028834,1553748,NA,NA,81238,326732,360470,NA,NA,0,189654,9,"Yes",0,0,1,526354,NA,NA,NA,NA,NA,"uncut"
"31","OC31","OC31.1","Osmia cornuta","Female","Control","","4x",NA,NA,765772,134228,0,NA,0.8509,0.1491,0,0.1545,0.4622,0.1579,0.1725,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,67900,47592,NA,NA,3,663816,18,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"32","OC32","OC32.1","Osmia cornuta","Male","Control","","4x",NA,NA,9e+05,0,0,NA,1,0,0,0.1248,0.2041,0.4972,0.1641,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,34196,8812,NA,NA,0,853828,17,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"33","OC33","OC33.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,0,0,9e+05,9e+05,0,0,1,0,0,0,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"34","OC34","OC34.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,876166,0,23834,23834,0.9735,0,0.0265,0.3942,0.1729,0.115,0.089,14086,341792,41822,87020,62578,337644,1234,334556,87020,421576,759220,1101012,NA,NA,119720,153686,86298,NA,NA,0,616356,17,"Yes",0,0,1,343690,NA,NA,NA,NA,NA,"uncut"
"35","OC35","OC35.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,388956,0,511044,210548,0.4322,0,0.5678,0.154,0.0675,0.0731,0.0592,36154,277108,13200,469890,6266,220316,11548,228974,220316,449290,726398,1196288,NA,NA,67168,255068,233778,NA,NA,0,303400,16,"Yes",1,1,1,470624,NA,NA,NA,NA,NA,"uncut"
"36","OC36","OC36.1","Osmia cornuta","Male","Treatment","","2x",NA,NA,771286,49000,79714,55064,0.857,0.0544,0.0886,0.3197,0.2395,0.2091,0.06,17060,71042,7176,243952,4562,599154,1636,591046,71042,314994,906040,1505194,NA,NA,30434,60732,60242,NA,NA,1,623262,21,"Yes",2,1,1,600008,NA,NA,NA,NA,NA,"uncut"
"37","OC37","OC37.1","Osmia cornuta","Female","Control","","4x",NA,NA,858948,41052,0,NA,0.9544,0.0456,0,0.2628,0.149,0.3218,0.2096,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,152636,250336,NA,NA,1,778256,12,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"38","OC38","OC38.1","Osmia cornuta","Male","Treatment","","2x",NA,NA,598272,49028,252700,187216,0.6647,0.0545,0.2808,0.1063,0.1595,0.2498,0.1448,8478,277332,3240,669434,9386,429716,1822,701390,277332,707048,1376482,2077872,NA,NA,22926,272762,202656,NA,NA,1,219490,8,"Yes",1,1,1,703212,NA,NA,NA,NA,NA,"uncut"
"39","OC39","OC39.1","Osmia cornuta","Male","Treatment","","2x",NA,NA,318886,14192,566922,542958,0.3543,0.0158,0.6299,0.2157,0.0015,0.0904,0.0297,5714,695478,0,NA,1992,706224,4958,824074,695478,1401702,2225776,NA,NA,NA,12664,594320,857130,NA,NA,1,76250,6,"Yes",1,1,0,NA,NA,NA,NA,NA,NA,"uncut"
"40","OC40","OC40.1","Osmia cornuta","Male","Treatment","","2x",NA,NA,826456,60558,10154,5020,0.9183,0.0673,0.0113,0.34,0.156,0.1764,0.2599,10988,24302,28116,96700,2458,148642,0,NA,24302,121002,269644,NA,NA,NA,41562,17138,89448,NA,NA,2,705188,8,"Yes",1,1,0,NA,NA,NA,NA,NA,NA,"uncut"
"41","OC41","OC41.1","Osmia cornuta","Male","Control","","4x",NA,NA,902256,0,0,NA,1,0,0,0.0785,0.5473,0.213,0.1465,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,116300,13304,NA,NA,0,866588,17,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"42","OC42","OC42.1","Osmia cornuta","Male","Control","","4x",NA,NA,603904,296096,0,NA,0.671,0.329,0,0.5425,0.0022,0.2103,0.2307,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,49288,118080,NA,NA,5,369892,7,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"43","OC43","OC43.1","Osmia cornuta","Male","Control","","4x",NA,NA,670192,229808,0,NA,0.7447,0.2553,0,0.5424,0.1366,0.2113,0.0932,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,14848,61096,NA,NA,3,461856,18,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"44","OC44","OC44.1","Osmia cornuta","Male","Control","","4x",NA,NA,9e+05,0,0,NA,1,0,0,0.2837,0.5864,0.0549,0.0645,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,57896,69552,NA,NA,0,723856,8,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"45","OC45","OC45.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,665468,0,234532,234532,0.7394,0,0.2606,0.1812,0.1806,0.2049,0.1368,7988,332544,5706,533860,7032,479328,9008,246486,246486,579030,1058358,1592218,NA,NA,29734,326136,274040,NA,NA,0,364616,7,"Yes",0,0,1,533860,NA,NA,NA,NA,NA,"uncut"
"46","OC46","OC46.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,514066,0,385934,383890,0.5712,0,0.4288,0.005,0.2137,0.022,0.3116,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,888128,534606,NA,NA,0,0,0,"Yes",1,1,0,NA,NA,NA,NA,NA,NA,"uncut"
"47","OC47","OC47.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,880644,0,19356,7012,0.9785,0,0.0215,0.3126,0.2382,0.2465,0.0884,21644,755040,37586,173636,17416,70380,0,NA,70380,244016,999056,NA,NA,NA,76646,89310,164872,NA,NA,0,675046,8,"Yes",1,1,0,NA,NA,NA,NA,NA,NA,"uncut"
"48","OC48","OC48.1","Osmia cornuta","Female","Control","","2x",NA,NA,242760,169004,0,NA,0.5395,0.3756,0,0.6793,0.0557,0.0049,0.249,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,5008,90178,NA,NA,4,214870,6,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"49","OC49","OC49.1","Osmia cornuta","Male","Control","","4x",NA,NA,582164,317836,0,NA,0.6468,0.3532,0,0.2293,0.0824,0.4966,0.0339,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,144852,289984,NA,NA,3,451988,9,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"50","OC50","OC50.1","Osmia cornuta","Male","Control","","4x",NA,NA,314176,585824,0,NA,0.3491,0.6509,0,0.0118,0.8962,0.0276,0.0104,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,864556,48560,NA,NA,2,112120,4,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"51","OC51","OC51.1","Osmia cornuta","Male","Control","","4x",NA,NA,512444,386732,0,NA,0.5694,0.4297,0,0.5712,0.2402,0.0792,0.092,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,44156,23520,NA,NA,1,456012,9,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"52","OC52","OC52.1","Osmia cornuta","Male","Treatment","","2x",NA,NA,593918,0,306082,293938,0.6599,0,0.3401,0.1948,0.1505,0.1303,0.0773,7072,483916,10338,589136,35822,333454,11116,451538,333454,784992,1268908,1858044,NA,NA,64348,305424,552426,NA,NA,0,376558,14,"Yes",1,1,1,589136,NA,NA,NA,NA,NA,"uncut"
"53","OC53","OC53.1","Osmia cornuta","Male","Treatment","","2x",NA,NA,266020,476008,157972,120896,0.2956,0.5289,0.1755,0.6544,0.0358,0.0414,0.026,10592,661552,4088,726372,1990,688164,0,849158,661552,1349716,2076088,2925246,NA,NA,16670,136384,725218,NA,NA,1,0,0,"Yes",2,1,1,849158,NA,NA,NA,NA,NA,"uncut"
"54","OC54","OC54.1","Osmia cornuta","Male","Treatment","","2x",NA,NA,0,0,9e+05,9e+05,0,0,1,0,0,0,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"55","OC55","OC55.1","Osmia cornuta","Male","Treatment","","2x",NA,NA,397810,498782,3408,3408,0.442,0.5542,0.0038,0.0125,0.6164,0.0023,0,0,NA,212322,146558,0,NA,0,NA,146558,NA,NA,NA,NA,NA,212322,121602,132892,NA,NA,8,0,0,"Yes",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"56","OC56","OC56.1","Osmia cornuta","Male","Control","","4x",NA,NA,553592,344592,0,NA,0.6151,0.3829,0,0.6446,0.0572,0.0695,0.1962,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,29176,41548,NA,NA,2,449816,5,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"57","OC57","OC57.1","Osmia cornuta","Female","Control","","4x",NA,NA,852416,47584,0,NA,0.9471,0.0529,0,0.3177,0.1842,0.372,0.0517,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,67008,86168,NA,NA,1,830152,14,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"58","OC58","OC58.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,205258,0,694742,694742,0.2281,0,0.7719,0.1111,0.0758,0.005,0.0117,2378,707844,11170,807936,0,NA,0,NA,707844,1515780,NA,NA,NA,NA,13548,705422,703246,NA,NA,0,186556,7,"Yes",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"59","OC59","OC59.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,293764,0,606236,558060,0.3264,0,0.6736,0.08,0.0596,0.1083,0.0527,4144,627292,3716,685884,4290,751372,2160,693518,627292,1313176,2006694,2758066,NA,NA,14310,626028,590750,NA,NA,0,214546,9,"Yes",1,1,1,753614,NA,NA,NA,NA,NA,"uncut"
"60","OC60","OC60.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,0,0,9e+05,9e+05,0,0,1,0,0,0,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"61","OC61","OC61.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,385486,33900,480614,359038,0.4283,0.0377,0.534,0.2033,0.0488,0.1263,0.0453,2804,480686,3686,511866,19372,364694,7742,458080,364694,822774,1303460,1815326,NA,NA,33604,387848,501790,NA,NA,1,141872,6,"Yes",1,1,0,NA,NA,NA,NA,NA,NA,"uncut"
"62","OC62","OC62.1","Osmia cornuta","Female","Control","","4x",NA,NA,9e+05,0,0,NA,1,0,0,0.1919,0.2559,0.3868,0.1574,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,68892,106608,NA,NA,0,851192,7,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"63","OC63","OC63.1","Osmia cornuta","Female","Control","","4x",NA,NA,9e+05,0,0,NA,1,0,0,0.2558,0.226,0.3662,0.1377,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,123828,123848,NA,NA,0,860404,21,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"64","OC64","OC64.1","Osmia cornuta","Female","Control","","4x",NA,NA,856872,43128,0,NA,0.9521,0.0479,0,0.2604,0.198,0.2539,0.2296,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,95544,193696,NA,NA,1,820744,16,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"65","OC65","OC65.1","Osmia cornuta","Male","Control","","4x",NA,NA,872572,27428,0,NA,0.9695,0.0305,0,0.3889,0.1181,0.4056,0.0603,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,46844,77044,NA,NA,1,637032,1,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"66","OC66","OC66.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,220962,390700,288338,270822,0.2455,0.4341,0.3204,0.0253,0.5637,0.0255,0.0051,0,NA,0,NA,12118,849408,0,NA,849408,NA,NA,NA,NA,NA,12118,276472,290410,NA,NA,1,0,0,"Yes",3,1,0,NA,NA,NA,NA,NA,NA,"uncut"
"67","OC67","OC67.1","Osmia cornuta","Male","Treatment","","2x",NA,NA,886402,0,13598,2166,0.9849,0,0.0151,0.2193,0.2611,0.2063,0.1898,17108,171340,23562,130716,15754,91862,27488,26856,26856,118718,249434,420774,NA,NA,83912,15186,18330,NA,NA,0,508238,18,"Yes",1,1,1,171910,NA,NA,NA,NA,NA,"uncut"
"68","OC68","OC68.1","Osmia cornuta","Male","Treatment","","2x",NA,NA,87546,0,812454,812454,0.0973,0,0.9027,0.0124,0,0.0233,0.0113,0,NA,0,NA,41806,858194,0,NA,858194,NA,NA,NA,NA,NA,41806,827276,NA,NA,NA,0,0,0,"Yes",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"70","OC70","OC70.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,884630,0,15370,2308,0.9829,0,0.0171,0.2778,0.2155,0.3043,0.0962,31864,68188,18650,56004,8970,233720,8942,159990,56004,124192,284182,517902,NA,NA,68426,64520,6548,NA,NA,0,367314,8,"Yes",1,1,1,234922,NA,NA,NA,NA,NA,"uncut"
"71","OC71","OC71.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,0,0,9e+05,9e+05,0,0,1,0,0,0,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"72","OC72","OC72.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,275112,0,624888,505164,0.3057,0,0.6943,0.0444,0.0776,0.1128,0.0304,7102,611420,3420,530906,892,856350,2970,585194,530906,1116100,1727520,2583870,NA,NA,14384,522202,521456,NA,NA,0,142090,6,"Yes",1,1,1,857242,NA,NA,NA,NA,NA,"uncut"
"73","OC73","OC73.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,697176,0,202824,5780,0.7746,0,0.2254,0.1726,0.191,0.1755,0.1495,7090,149060,27504,116084,27246,9206,11266,90918,9206,100124,216208,365268,NA,NA,73106,59972,46964,NA,NA,0,256288,12,"Yes",1,1,1,149060,NA,NA,NA,NA,NA,"uncut"
"74","OC74","OC74.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,237206,0,662794,662794,0.2636,0,0.7364,0.1514,0.0289,0,0.0384,22278,764308,7662,690228,0,NA,1696,708692,690228,1398920,2163228,NA,NA,NA,31636,673204,671508,NA,NA,0,148942,3,"Yes",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"75","OC75","OC75.1","Osmia cornuta","Female","Treatment","","2x",NA,NA,0,0,9e+05,9e+05,0,0,1,0,0,0,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"76","OC76","OC76.1","Osmia cornuta","Male","Control","","4x",NA,NA,358920,541080,0,NA,0.3988,0.6012,0,0.0459,0.0206,0.6808,0.2152,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,63088,104428,NA,NA,2,127324,3,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"77","OC77","OC77.1","Osmia cornuta","Male","Control","","4x",NA,NA,9e+05,0,0,NA,1,0,0,0.451,0.1133,0.2648,0.161,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,119892,156272,NA,NA,0,879980,11,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
"78","OC78","OC78.1","Osmia cornuta","Male","Control","","4x",NA,NA,847440,51320,0,NA,0.9416,0.057,0,0.3558,0.1665,0.3165,0.1397,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,43508,118744,NA,NA,2,758256,13,"No",0,0,0,NA,NA,NA,NA,NA,NA,"uncut"
