FirstLineOfData=25
#-----------------------------------------------------------
# Name: OC63.1.dat
# Format: Focal Data File 1.0
# Updated: Thu Jul 20 07:58:21 CEST 2017
#-----------------------------------------------------------
 
FocalMasterFile=D:/JWatcher/Datos/FU Experiments.fmf
 
# Observation started: Thu Jul 20 07:54:13 CEST 2017
StartTime=1500530053261
# Observation stopped: Thu Jul 20 07:57:58 CEST 2017
StopTime=1500530278261
 
Answer.1=OC63.1
Answer.2=Osmia cornuta
Answer.3=Female
Answer.4=Control
Answer.5=
Answer.6=4x
 
 
 
#BEGIN DATA
0, u
3222, 3
9899, o
12036, u
14340, o
19049, u
30957, 1
30962, 2
33775, 4
37126, 3
37668, o
38002, u
48059, 1
53383, 2
53956, o
54582, u
64802, o
66957, u
68425, 1
74292, o
75045, u
77584, 2
80076, o
82280, u
82652, o
82898, u
83330, 4
85104, 3
95444, 1
97364, 3
98013, 4
99637, 3
99864, 1
100217, 2
101407, o
102149, u
103454, 4
104045, 3
106679, 1
106873, o
107848, u
114892, 3
122306, 4
123388, 2
124931, 4
125923, 3
127054, 1
128482, o
129298, u
130670, 2
131337, 4
132835, 3
133743, o
134683, u
136282, 1
138747, o
141913, u
142224, 2
144951, 1
147032, o
147916, u
150311, o
151705, u
155114, o
156063, u
159609, 3
161953, 1
163987, o
165492, 2
167968, u
169803, 4
172860, o
174046, u
175937, o
177519, u
178762, 3
180643, 1
182604, 2
185440, 4
189921, 3
192064, o
194295, u
196109, 1
197878, 2
199453, o
204006, u
207101, 4
209370, 3
210537, 4
212760, 2
213622, 4
214766, 3
221069, 1
222165, 2
224002, 4
225000, EOF
