FirstLineOfData=25
#-----------------------------------------------------------
# Name: OC123.2.dat
# Format: Focal Data File 1.0
# Updated: Mon Aug 28 13:16:55 CEST 2017
#-----------------------------------------------------------
 
FocalMasterFile=D:/JWatcher/Datos/FU Experiments.fmf
 
# Observation started: Mon Aug 28 13:07:45 CEST 2017
StartTime=1503918465994
# Observation stopped: Mon Aug 28 13:15:15 CEST 2017
StopTime=1503918915994
 
Answer.1=OC123.2
Answer.2=Osmia cornuta
Answer.3=Male
Answer.4=Control
Answer.5=Yellow right
Answer.6=2x
 
 
 
#BEGIN DATA
0, u
4649, 2
9417, 1
10355, 3
12455, 4
19611, 3
19962, 1
26538, o
27310, u
30206, 3
32666, 4
42378, 3
47355, 4
47943, 2
49057, w
50361, 2
51656, 1
58819, o
60691, u
63198, 1
63866, 2
65017, w
66000, 2
67694, 1
68976, q
69709, 1
71963, 2
73186, w
73901, 2
75645, 4
78702, 2
79184, w
80182, 2
80689, 1
86125, 3
86492, o
109912, u
112074, 4
114072, 2
116089, w
117583, 2
120041, 1
121233, 2
123580, 4
131940, o
133564, u
136930, 2
137880, w
139714, 2
142489, 1
144186, q
144610, 1
145310, 3
147045, 4
152662, o
155599, u
158793, 2
159796, w
161468, 2
170331, o
173249, u
179731, 1
182605, 3
185828, o
192948, u
197971, 1
199717, 2
201078, w
205664, 2
206950, 4
208118, 3
215535, 1
219198, 2
220449, w
221269, 2
224742, 3
228023, 1
229724, q
230071, 1
232976, 2
234522, w
237226, 2
237593, 1
237904, q
239953, 1
243811, o
245508, u
247886, 2
248729, w
249783, 2
256571, w
257208, 2
258327, 4
262753, o
264694, u
266061, 2
274529, 1
277627, 3
289950, o
291144, u
311503, o
312811, u
317283, 3
348317, 1
349216, 2
350540, w
352886, 2
361164, w
363510, 2
365552, 1
367106, q
369774, 1
376551, 3
380187, 4
382473, o
394219, u
401017, 3
401793, 1
402602, q
404988, 1
417757, q
419436, 1
420591, 3
424085, 2
425192, w
426435, 2
435290, 4
439088, o
443207, u
450000, EOF
