FirstLineOfData=25
#-----------------------------------------------------------
# Name: OC89.4.dat
# Format: Focal Data File 1.0
# Updated: Wed Aug 23 08:18:59 CEST 2017
#-----------------------------------------------------------
 
FocalMasterFile=D:/JWatcher/Datos/FU Experiments.fmf
 
# Observation started: Wed Aug 23 08:10:45 CEST 2017
StartTime=1503468645579
# Observation stopped: Wed Aug 23 08:18:15 CEST 2017
StopTime=1503469095579
 
Answer.1=OC89.4
Answer.2=Osmia cornuta
Answer.3=Female
Answer.4=Treatment
Answer.5=Yellow right
Answer.6=2x
 
 
 
#BEGIN DATA
38, u
1666, 3
10145, 1
20597, 2
32232, w
34488, 2
35337, 4
38883, 2
41625, 4
42903, 2
43186, w
45000, k
49384, 2
50267, w
54382, 2
55334, w
56630, 2
57695, 4
65558, 2
65959, w
71696, 2
72498, 1
73148, q
74160, 1
75332, 2
75913, w
77128, 2
81674, w
82857, 2
84050, 4
86306, o
86658, u
87289, 3
88437, 1
90605, 3
92668, 1
93202, q
94473, 1
95143, 2
98660, o
99303, u
100294, w
101267, 2
105522, w
106438, 2
107653, 1
110995, 2
111215, 1
113893, w
114607, 2
115313, 1
115661, q
116532, 1
117938, 2
120797, w
121442, 2
122951, 1
123208, q
123984, 1
125130, 2
125505, w
131375, 4
171775, 3
176204, 1
177543, 3
179075, 4
184900, 2
190319, 4
191610, 3
211879, 4
213648, 2
214038, 4
215202, 3
218241, 1
218791, q
219196, 1
221534, o
221981, u
235396, 3
236464, 1
237306, q
237683, 1
239814, 2
240261, w
240714, 2
242506, w
242818, 2
244235, w
244492, 2
245903, 4
247528, o
247883, u
252292, 2
253254, 1
254254, 3
254644, 4
257201, 2
261936, w
450000, EOF
