FirstLineOfData=25
#-----------------------------------------------------------
# Name: OC84.1.dat
# Format: Focal Data File 1.0
# Updated: Mon Jul 31 10:00:01 CEST 2017
#-----------------------------------------------------------
 
FocalMasterFile=D:/JWatcher/Datos/FU Experiments.fmf
 
# Observation started: Mon Jul 31 09:38:00 CEST 2017
StartTime=1501486680724
# Observation stopped: Mon Jul 31 09:45:30 CEST 2017
StopTime=1501487130724
 
Answer.1=OC84.1
Answer.2=Osmia cornuta
Answer.3=Female
Answer.4=Treatment
Answer.5=
Answer.6=2x
 
 
 
#BEGIN DATA
0, t
320211, u
322256, 3
323269, e
323824, 3
326017, o
326881, u
328385, e
329184, 3
333287, 2
334417, w
337200, 2
339224, 1
342298, o
343669, u
347257, q
348008, 1
349699, 2
350639, w
351559, 2
354262, o
354934, u
364954, w
365406, 2
368580, 3
369535, 4
371140, r
371311, k
373152, 4
375858, o
376335, u
378249, r
379067, 4
386931, 3
387801, e
388558, 3
391550, 4
392720, 2
394927, 1
397566, o
398680, u
402719, q
403517, 1
405521, 3
406810, e
407515, 3
410713, 2
410968, 1
411780, q
412353, 1
418841, 2
419988, 4
421425, 2
421866, 1
422611, q
423236, 1
430117, 3
432664, 1
438912, q
439457, 1
440871, 2
441533, w
442703, 2
445706, o
446351, u
447168, w
448078, 2
450000, EOF
