FirstLineOfData=25
#-----------------------------------------------------------
# Name: OC45.3.dat
# Format: Focal Data File 1.0
# Updated: Fri Jul 14 12:53:53 CEST 2017
#-----------------------------------------------------------
 
FocalMasterFile=D:/JWatcher/Datos/FU Experiments.fmf
 
# Observation started: Fri Jul 14 12:41:45 CEST 2017
StartTime=1500028905158
# Observation stopped: Fri Jul 14 12:49:15 CEST 2017
StopTime=1500029355158
 
Answer.1=OC45.3
Answer.2=Osmia cornuta
Answer.3=Female
Answer.4=Treatment
Answer.5=Yellow right
Answer.6=2x
 
 
 
#BEGIN DATA
0, u
3048, 1
3781, q
22613, 1
27962, 2
29299, w
34696, 2
35569, 1
36336, q
37703, 1
38433, 2
38854, w
40131, p
72477, u
84345, p
89517, u
91907, 2
92651, o
92951, u
94318, w
95841, 2
97105, 4
98790, o
99407, u
100666, o
101282, u
101832, 2
102186, w
102684, 2
103835, o
104180, u
105538, o
105959, u
106559, w
112137, 2
113095, 1
113366, q
114780, 1
115241, 2
115574, w
115952, 2
116366, 1
118001, 2
119228, w
119500, 2
120881, 4
121873, 2
122360, w
122999, 2
125949, 4
127403, o
127969, u
130459, 1
138444, w
138821, 2
141990, 1
144704, 2
145252, w
151528, 2
154979, 2
155325, w
155623, 2
161639, o
162138, u
163531, w
165410, 2
169239, w
169862, 2
171155, 4
173163, 3
173765, 2
174408, w
174685, 2
176328, w
176779, 2
178182, w
183095, o
188059, u
191813, o
199114, u
205483, 2
206769, 1
211415, 2
212824, w
213812, o
219385, u
224709, 2
228152, w
240913, o
450000, EOF
